province,max,min,wind,wind_d,rain,humidi,cloud,pressure,date
Bac Lieu,33,26,7,SSW,1.0,73,40,1008,2014-10-03
Bac Lieu,32,26,14,WSW,3.0,76,48,1011,2015-10-03
Bac Lieu,30,26,10,WSW,5.2,86,58,1008,2016-10-03
Bac Lieu,26,25,7,SSW,6.1,92,84,1009,2017-10-03
Bac Lieu,33,25,9,SE,2.6,79,52,1009,2018-10-03
Bac Lieu,32,26,7,SW,2.7,76,31,1010,2019-10-03
Bac Lieu,30,26,12,WSW,22.6,86,62,1008,2020-10-03
Bac Lieu,30,26,8,WNW,6.1,86,28,1011,2009-09-19
Bac Lieu,33,25,5,SSW,8.7,82,26,1008,2010-09-19
Bac Lieu,32,26,16,WSW,19.8,78,42,1009,2011-09-19
Bac Lieu,31,25,13,WSW,9.8,79,40,1009,2012-09-19
Bac Lieu,30,25,23,W,1.2,79,65,1005,2013-09-19
Bac Lieu,34,26,9,WSW,7.9,75,29,1009,2014-09-19
Bac Lieu,31,25,12,WSW,1.4,80,47,1009,2015-09-19
Bac Lieu,33,26,14,WSW,6.0,77,43,1007,2016-09-19
Bac Lieu,30,26,8,WSW,7.6,81,50,1009,2017-09-19
Bac Lieu,32,25,10,NW,0.5,79,39,1010,2018-09-19
Bac Lieu,30,24,11,WSW,7.0,83,49,1010,2019-09-19
Bac Lieu,29,24,16,SSW,11.7,84,56,1007,2020-09-19
Bac Lieu,27,24,15,WSW,5.9,93,58,1007,2009-09-27
Bac Lieu,33,26,7,SE,2.0,79,22,1010,2010-09-27
Bac Lieu,30,25,22,WSW,0.8,79,59,1006,2011-09-27
Bac Lieu,27,24,15,WSW,3.4,89,72,1009,2012-09-27
Bac Lieu,32,26,17,W,4.1,75,31,1009,2013-09-27
Bac Lieu,32,26,7,W,26.8,77,35,1011,2014-09-27
Bac Lieu,32,26,16,WSW,3.2,75,38,1008,2015-09-27
Bac Lieu,33,26,10,W,15.5,83,69,1008,2016-09-27
Bac Lieu,31,26,11,W,17.3,83,53,1009,2017-09-27
Bac Lieu,32,26,12,WSW,9.0,77,34,1008,2018-09-27
Bac Lieu,33,26,11,ENE,3.8,76,29,1012,2019-09-27
Bac Lieu,28,25,13,W,10.3,87,63,1007,2020-09-27
Bac Lieu,31,25,7,WSW,20.6,91,56,1010,2009-10-04
Bac Lieu,33,26,9,SW,4.9,81,58,1007,2010-10-04
Bac Lieu,30,25,17,W,1.2,79,52,1007,2011-10-04
Bac Lieu,31,25,14,WSW,1.2,81,39,1008,2012-10-04
Bac Lieu,32,25,16,WSW,5.8,77,27,1009,2013-10-04
Bac Lieu,33,26,7,W,19.8,76,41,1008,2014-10-04
Bac Lieu,32,26,13,SW,1.9,74,61,1012,2015-10-04
Bac Lieu,31,26,10,WSW,3.6,83,55,1007,2016-10-04
Bac Lieu,32,25,9,SSE,2.5,80,35,1010,2017-10-04
Bac Lieu,30,26,9,ESE,29.6,83,69,1009,2018-10-04
Bac Lieu,31,26,6,S,13.4,79,36,1010,2019-10-04
Bac Lieu,29,25,19,WSW,8.5,84,69,1009,2020-10-04
Bac Lieu,29,25,10,W,14.6,91,62,1009,2009-10-02
Bac Lieu,33,25,4,S,3.3,76,58,1005,2010-10-02
Bac Lieu,33,25,18,W,1.7,78,39,1007,2011-10-02
Bac Lieu,30,25,7,SW,10.2,87,61,1011,2012-10-02
Bac Lieu,31,25,13,W,8.5,81,48,1009,2013-10-02
Bac Lieu,32,26,8,ESE,2.6,76,28,1009,2014-10-02
Bac Lieu,34,26,13,WSW,9.3,74,43,1011,2015-10-02
Bac Lieu,32,26,11,W,6.5,81,30,1008,2016-10-02
Bac Lieu,26,25,10,SW,6.9,88,73,1009,2017-10-02
Bac Lieu,30,26,6,WSW,19.1,83,62,1009,2018-10-02
Bac Lieu,32,26,6,SW,1.8,76,24,1011,2019-10-02
Bac Lieu,29,25,12,WSW,11.0,85,61,1007,2020-10-02
Bac Lieu,27,25,10,WSW,41.4,95,67,1008,2009-10-06
Bac Lieu,33,25,5,SSE,3.3,81,50,1009,2010-10-06
Bac Lieu,32,25,10,W,11.2,81,44,1010,2011-10-06
Bac Lieu,31,25,13,WNW,4.3,86,68,1009,2012-10-06
Bac Lieu,30,25,13,SW,5.8,84,55,1008,2013-10-06
Bac Lieu,29,25,18,WSW,0.8,83,63,1009,2014-10-06
Bac Lieu,32,26,8,W,5.1,74,27,1011,2015-10-06
Bac Lieu,31,25,14,WSW,1.6,82,59,1008,2016-10-06
Bac Lieu,27,26,5,W,0.5,87,59,1010,2017-10-06
Bac Lieu,31,26,12,E,6.6,82,36,1010,2018-10-06
Bac Lieu,32,26,6,ESE,10.7,76,32,1010,2019-10-06
Bac Lieu,29,22,8,SW,13.5,88,74,1008,2020-10-06
Bac Lieu,28,24,15,SW,5.1,92,57,1008,2009-10-08
Bac Lieu,33,25,8,W,4.3,81,28,1009,2010-10-08
Bac Lieu,31,26,8,W,8.4,82,33,1009,2011-10-08
Bac Lieu,28,24,6,SW,3.3,88,54,1009,2012-10-08
Bac Lieu,30,25,13,WSW,3.3,81,33,1009,2013-10-08
Bac Lieu,30,24,13,W,1.3,82,74,1010,2014-10-08
Bac Lieu,33,27,7,WSW,11.3,76,22,1011,2015-10-08
Bac Lieu,31,26,15,WSW,0.7,79,53,1010,2016-10-08
Bac Lieu,32,26,8,ESE,1.4,76,31,1007,2017-10-08
Bac Lieu,32,25,15,E,3.1,80,11,1010,2018-10-08
Bac Lieu,32,26,14,E,0.6,76,13,1010,2019-10-08
Bac Lieu,30,22,10,S,11.3,86,62,1006,2020-10-08
Bac Lieu,28,25,15,SW,3.6,90,70,1008,2009-10-09
Bac Lieu,31,25,10,W,3.0,85,46,1008,2010-10-09
Bac Lieu,31,25,9,WSW,10.6,84,35,1009,2011-10-09
Bac Lieu,32,24,8,SSE,2.3,79,37,1009,2012-10-09
Bac Lieu,32,25,16,W,0.1,76,36,1010,2013-10-09
Bac Lieu,31,25,7,WNW,13.4,80,54,1010,2014-10-09
Bac Lieu,32,27,9,SW,15.8,78,26,1010,2015-10-09
Bac Lieu,32,25,14,W,5.6,80,41,1008,2016-10-09
Bac Lieu,33,27,7,SW,0.3,74,25,1006,2017-10-09
Bac Lieu,32,26,14,E,0.5,77,17,1010,2018-10-09
Bac Lieu,31,26,10,ESE,18.6,78,32,1010,2019-10-09
Bac Lieu,27,24,10,SW,27.6,93,84,1007,2020-10-09
Bac Lieu,28,25,14,WSW,2.3,89,73,1007,2009-10-01
Bac Lieu,29,25,7,E,0.7,83,75,1006,2010-10-01
Bac Lieu,31,26,15,WSW,9.1,79,33,1008,2011-10-01
Bac Lieu,31,25,13,W,8.0,84,54,1010,2012-10-01
Bac Lieu,31,25,15,WSW,10.0,78,37,1008,2013-10-01
Bac Lieu,32,26,9,SE,11.5,77,37,1010,2014-10-01
Bac Lieu,33,26,12,WSW,8.9,75,28,1011,2015-10-01
Bac Lieu,32,25,15,W,16.3,82,33,1008,2016-10-01
Bac Lieu,33,26,10,WSW,10.0,82,59,1009,2017-10-01
Bac Lieu,33,26,5,SW,13.5,78,23,1009,2018-10-01
Bac Lieu,32,26,8,SSE,4.4,75,26,1011,2019-10-01
Bac Lieu,32,26,15,W,0.3,79,47,1006,2020-10-01
Bac Lieu,31,25,6,SSW,7.2,89,40,1009,2009-10-05
Bac Lieu,32,26,7,SW,2.8,82,43,1008,2010-10-05
Bac Lieu,28,25,14,WSW,0.8,81,73,1009,2011-10-05
Bac Lieu,30,26,12,WSW,4.7,84,59,1009,2012-10-05
Bac Lieu,30,25,16,SW,11.8,85,66,1007,2013-10-05
Bac Lieu,30,26,9,W,2.7,83,64,1009,2014-10-05
Bac Lieu,30,26,6,SSW,1.0,76,70,1013,2015-10-05
Bac Lieu,31,26,12,WSW,9.5,82,52,1007,2016-10-05
Bac Lieu,32,26,6,SE,16.6,79,26,1009,2017-10-05
Bac Lieu,27,25,9,NE,9.3,91,88,1010,2018-10-05
Bac Lieu,31,26,5,S,6.8,77,38,1010,2019-10-05
Bac Lieu,30,25,10,WNW,14.8,87,65,1008,2020-10-05
Bac Lieu,27,24,16,SW,4.1,89,58,1009,2009-10-10
Bac Lieu,30,24,12,W,4.8,89,82,1007,2010-10-10
Bac Lieu,31,25,9,SW,7.5,82,41,1010,2011-10-10
Bac Lieu,32,26,4,SSE,2.5,75,30,1009,2012-10-10
Bac Lieu,33,25,8,W,22.6,78,29,1010,2013-10-10
Bac Lieu,32,25,7,WNW,13.0,80,36,1009,2014-10-10
Bac Lieu,32,26,14,WSW,2.3,77,27,1011,2015-10-10
Bac Lieu,31,25,12,WNW,4.0,84,55,1008,2016-10-10
Bac Lieu,33,26,10,SSW,1.1,77,32,1006,2017-10-10
Bac Lieu,32,26,15,E,0.9,78,15,1010,2018-10-10
Bac Lieu,32,25,10,ESE,3.8,78,27,1010,2019-10-10
Bac Lieu,27,23,9,SSW,16.2,92,76,1007,2020-10-10
Bac Lieu,30,25,6,SW,4.1,85,37,1011,2009-10-12
Bac Lieu,29,24,16,W,2.1,90,72,1009,2010-10-12
Bac Lieu,31,25,11,SW,6.7,81,48,1009,2011-10-12
Bac Lieu,31,25,5,SE,2.1,77,41,1010,2012-10-12
Bac Lieu,31,25,6,SSE,23.7,82,52,1008,2013-10-12
Bac Lieu,31,26,13,ESE,2.6,77,20,1010,2014-10-12
Bac Lieu,32,27,7,WNW,12.5,79,47,1012,2015-10-12
Bac Lieu,31,24,8,W,14.7,88,56,1007,2016-10-12
Bac Lieu,34,26,5,WSW,24.6,79,28,1007,2017-10-12
Bac Lieu,33,26,15,ENE,7.5,75,20,1011,2018-10-12
Bac Lieu,33,26,7,ESE,0.4,70,16,1009,2019-10-12
Bac Lieu,26,25,11,WNW,6.7,93,84,1005,2020-10-12
Bac Lieu,30,26,8,W,9.5,90,47,1009,2009-10-16
Bac Lieu,31,25,15,WSW,0.7,81,39,1007,2010-10-16
Bac Lieu,31,25,7,SSW,2.0,82,27,1009,2011-10-16
Bac Lieu,32,25,12,E,1.3,78,29,1012,2012-10-16
Bac Lieu,31,25,13,SSW,2.3,79,22,1009,2013-10-16
Bac Lieu,33,26,11,ENE,1.5,74,40,1010,2014-10-16
Bac Lieu,32,27,9,ESE,1.3,71,34,1010,2015-10-16
Bac Lieu,31,26,9,W,2.6,85,42,1007,2016-10-16
Bac Lieu,33,25,14,W,0.0,79,52,1008,2017-10-16
Bac Lieu,32,26,8,SE,1.8,76,34,1011,2018-10-16
Bac Lieu,32,26,13,ENE,15.5,78,22,1010,2019-10-16
Bac Lieu,26,24,13,WSW,9.9,92,79,1006,2020-10-16
Bac Lieu,29,25,22,WSW,1.1,83,47,1005,2009-09-30
Bac Lieu,32,25,5,SW,8.6,83,54,1007,2010-09-30
Bac Lieu,32,25,18,WSW,5.2,76,39,1008,2011-09-30
Bac Lieu,30,25,10,W,10.7,85,57,1009,2012-09-30
Bac Lieu,28,25,22,W,3.8,81,66,1006,2013-09-30
Bac Lieu,32,26,6,SE,13.2,78,21,1010,2014-09-30
Bac Lieu,32,26,13,WSW,2.9,76,29,1011,2015-09-30
Bac Lieu,32,25,16,W,6.3,81,36,1007,2016-09-30
Bac Lieu,32,26,10,SW,7.0,80,30,1010,2017-09-30
Bac Lieu,31,26,7,SW,6.7,80,29,1009,2018-09-30
Bac Lieu,31,26,9,SE,3.6,77,29,1011,2019-09-30
Bac Lieu,32,25,13,W,0.7,80,44,1007,2020-09-30
Bac Lieu,28,26,9,W,3.2,92,51,1008,2009-10-17
Bac Lieu,30,26,10,SW,3.3,83,34,1008,2010-10-17
Bac Lieu,31,26,10,E,26.2,82,34,1010,2011-10-17
Bac Lieu,32,25,12,E,1.5,75,31,1011,2012-10-17
Bac Lieu,31,25,11,ESE,0.8,79,22,1010,2013-10-17
Bac Lieu,33,27,14,ENE,0.4,71,36,1009,2014-10-17
Bac Lieu,32,27,8,S,1.1,71,26,1010,2015-10-17
Bac Lieu,30,26,5,WSW,3.7,89,77,1006,2016-10-17
Bac Lieu,31,26,11,W,8.0,83,54,1009,2017-10-17
Bac Lieu,33,26,5,SW,0.1,73,37,1010,2018-10-17
Bac Lieu,30,26,15,ENE,6.9,81,34,1009,2019-10-17
Bac Lieu,29,24,14,WSW,4.9,89,59,1005,2020-10-17
Bac Lieu,33,25,7,W,3.0,82,25,1011,2009-10-14
Bac Lieu,27,24,13,W,2.2,91,62,1007,2010-10-14
Bac Lieu,32,25,12,WSW,0.3,81,49,1009,2011-10-14
Bac Lieu,31,25,12,ESE,0.8,77,26,1011,2012-10-14
Bac Lieu,32,25,12,W,2.2,81,24,1007,2013-10-14
Bac Lieu,31,26,20,E,2.4,76,30,1011,2014-10-14
Bac Lieu,33,26,14,E,3.7,75,25,1011,2015-10-14
Bac Lieu,32,26,9,SW,2.0,82,30,1006,2016-10-14
Bac Lieu,29,25,13,W,25.3,88,70,1007,2017-10-14
Bac Lieu,32,26,10,ESE,0.8,78,23,1012,2018-10-14
Bac Lieu,31,26,14,E,7.0,79,19,1010,2019-10-14
Bac Lieu,28,24,21,WSW,20.3,88,83,1007,2020-10-14
Bac Lieu,28,25,12,SW,4.1,88,63,1011,2009-10-11
Bac Lieu,26,24,11,W,9.2,96,83,1008,2010-10-11
Bac Lieu,31,25,10,SW,2.5,81,41,1010,2011-10-11
Bac Lieu,32,25,6,SSW,1.1,76,21,1009,2012-10-11
Bac Lieu,32,26,7,SSE,1.6,79,35,1009,2013-10-11
Bac Lieu,32,26,7,S,18.4,80,32,1009,2014-10-11
Bac Lieu,34,26,11,WSW,2.3,73,31,1012,2015-10-11
Bac Lieu,29,25,12,WNW,8.2,88,64,1007,2016-10-11
Bac Lieu,32,27,7,SW,14.7,78,26,1007,2017-10-11
Bac Lieu,33,26,17,E,0.0,74,11,1010,2018-10-11
Bac Lieu,31,26,7,ESE,2.9,74,27,1010,2019-10-11
Bac Lieu,28,24,14,W,8.7,90,64,1006,2020-10-11
Bac Lieu,28,25,12,WSW,9.2,92,56,1008,2009-10-18
Bac Lieu,31,25,9,WSW,3.2,82,39,1009,2010-10-18
Bac Lieu,31,26,17,E,0.6,81,39,1010,2011-10-18
Bac Lieu,32,26,20,ENE,0.1,74,7,1010,2012-10-18
Bac Lieu,32,26,16,E,0.1,79,27,1010,2013-10-18
Bac Lieu,32,27,16,E,3.5,74,30,1009,2014-10-18
Bac Lieu,32,27,9,S,5.9,72,28,1011,2015-10-18
Bac Lieu,29,25,14,WSW,0.9,87,58,1006,2016-10-18
Bac Lieu,30,26,8,WNW,11.4,86,77,1009,2017-10-18
Bac Lieu,33,26,7,W,17.0,75,34,1010,2018-10-18
Bac Lieu,30,26,17,ENE,13.9,82,40,1010,2019-10-18
Bac Lieu,30,25,13,SW,3.0,83,64,1008,2020-10-18
Bac Lieu,30,25,11,WSW,2.8,87,41,1009,2009-10-19
Bac Lieu,32,25,10,W,4.8,84,38,1009,2010-10-19
Bac Lieu,32,26,14,ENE,0.7,79,18,1008,2011-10-19
Bac Lieu,32,26,20,ENE,0.4,74,13,1010,2012-10-19
Bac Lieu,32,26,13,ENE,0.8,76,43,1010,2013-10-19
Bac Lieu,32,26,12,ESE,10.0,78,31,1010,2014-10-19
Bac Lieu,31,27,8,SSW,16.0,75,31,1010,2015-10-19
Bac Lieu,30,25,16,WSW,1.0,82,49,1007,2016-10-19
Bac Lieu,29,25,10,WNW,15.8,88,84,1009,2017-10-19
Bac Lieu,27,25,9,E,20.9,86,67,1010,2018-10-19
Bac Lieu,28,25,18,ENE,6.8,86,50,1010,2019-10-19
Bac Lieu,30,25,8,W,4.1,82,56,1009,2020-10-19
Bac Lieu,30,25,9,SW,3.3,87,27,1010,2009-10-20
Bac Lieu,30,25,10,W,3.1,86,40,1008,2010-10-20
Bac Lieu,32,26,18,ENE,0.8,78,19,1008,2011-10-20
Bac Lieu,33,26,18,ENE,0.0,71,15,1010,2012-10-20
Bac Lieu,31,26,15,ENE,1.6,77,26,1010,2013-10-20
Bac Lieu,32,26,12,ESE,0.9,76,20,1010,2014-10-20
Bac Lieu,32,26,10,WSW,29.3,78,30,1009,2015-10-20
Bac Lieu,30,25,14,WSW,1.0,82,48,1007,2016-10-20
Bac Lieu,32,25,11,WNW,12.4,85,58,1010,2017-10-20
Bac Lieu,31,25,10,SSE,1.4,84,53,1011,2018-10-20
Bac Lieu,30,26,16,ENE,22.3,83,49,1010,2019-10-20
Bac Lieu,31,25,7,WNW,4.7,81,56,1008,2020-10-20
Bac Lieu,27,25,14,WSW,4.6,93,71,1008,2009-10-07
Bac Lieu,30,25,8,SW,4.9,89,32,1010,2009-10-22
Bac Lieu,29,24,10,W,9.6,90,60,1007,2010-10-22
Bac Lieu,31,26,19,E,0.3,76,19,1009,2011-10-22
Bac Lieu,31,26,17,ENE,4.2,78,69,1009,2012-10-22
Bac Lieu,32,26,12,ENE,0.9,73,19,1010,2013-10-22
Bac Lieu,32,27,11,E,8.8,77,30,1011,2014-10-22
Bac Lieu,32,26,9,SW,20.0,78,44,1009,2015-10-22
Bac Lieu,30,25,18,W,0.4,82,51,1008,2016-10-22
Bac Lieu,31,26,5,S,15.8,81,57,1010,2017-10-22
Bac Lieu,33,27,7,E,0.7,76,18,1012,2018-10-22
Bac Lieu,30,26,10,E,15.4,82,25,1008,2019-10-22
Bac Lieu,27,25,11,SE,18.9,91,73,1008,2020-10-22
Bac Lieu,32,26,5,WNW,16.9,85,37,1009,2010-10-07
Bac Lieu,31,25,9,WSW,13.1,81,28,1010,2011-10-07
Bac Lieu,29,25,11,WSW,2.5,87,59,1008,2012-10-07
Bac Lieu,30,25,12,SSW,3.7,82,53,1009,2013-10-07
Bac Lieu,32,24,5,SW,2.0,81,62,1009,2014-10-07
Bac Lieu,33,26,9,WSW,10.7,76,23,1011,2015-10-07
Bac Lieu,32,26,14,WSW,1.9,82,53,1009,2016-10-07
Bac Lieu,33,26,5,SSW,12.2,78,25,1008,2017-10-07
Bac Lieu,29,26,15,ENE,38.5,85,45,1010,2018-10-07
Bac Lieu,31,25,9,E,1.4,80,32,1010,2019-10-07
Bac Lieu,29,25,7,W,6.4,84,69,1006,2020-10-07
Bac Lieu,29,25,11,WSW,10.0,90,32,1010,2009-10-23
Bac Lieu,32,25,7,W,16.8,86,57,1007,2010-10-23
Bac Lieu,33,26,13,E,0.8,76,14,1009,2011-10-23
Bac Lieu,30,26,19,E,2.5,81,50,1008,2012-10-23
Bac Lieu,32,25,13,ENE,2.2,75,18,1010,2013-10-23
Bac Lieu,28,25,6,SE,4.2,86,62,1011,2014-10-23
Bac Lieu,31,26,15,ESE,0.7,77,40,1010,2015-10-23
Bac Lieu,31,25,15,WNW,7.6,83,63,1008,2016-10-23
Bac Lieu,29,25,9,E,16.7,87,77,1011,2017-10-23
Bac Lieu,31,26,11,SE,39.4,81,43,1011,2018-10-23
Bac Lieu,32,26,10,E,1.4,79,18,1009,2019-10-23
Bac Lieu,29,25,8,E,18.2,89,69,1009,2020-10-23
Bac Lieu,30,25,9,W,6.5,89,29,1009,2009-10-24
Bac Lieu,31,25,6,SW,16.9,85,39,1007,2010-10-24
Bac Lieu,32,26,20,E,0.1,78,16,1008,2011-10-24
Bac Lieu,32,26,17,E,0.2,76,34,1008,2012-10-24
Bac Lieu,32,26,7,SE,12.0,78,39,1010,2013-10-24
Bac Lieu,32,25,6,SSE,3.2,77,50,1011,2014-10-24
Bac Lieu,30,26,15,ESE,2.0,78,55,1010,2015-10-24
Bac Lieu,30,25,7,SSE,18.5,85,51,1008,2016-10-24
Bac Lieu,31,25,15,E,9.5,83,51,1012,2017-10-24
Bac Lieu,29,26,16,E,58.8,85,41,1011,2018-10-24
Bac Lieu,31,26,13,E,4.9,80,30,1010,2019-10-24
Bac Lieu,28,23,7,E,14.8,90,64,1009,2020-10-24
Bac Lieu,28,25,11,E,3.8,92,34,1010,2009-10-26
Bac Lieu,31,25,13,E,0.1,80,31,1009,2010-10-26
Bac Lieu,31,26,24,E,0.4,76,25,1008,2011-10-26
Bac Lieu,33,26,8,SE,4.4,75,41,1007,2012-10-26
Bac Lieu,31,25,17,E,0.7,76,29,1011,2013-10-26
Bac Lieu,32,26,10,E,0.9,78,21,1012,2014-10-26
Bac Lieu,30,26,18,E,1.3,80,40,1011,2015-10-26
Bac Lieu,29,25,16,E,4.4,86,63,1010,2016-10-26
Bac Lieu,32,26,6,S,9.0,79,34,1011,2017-10-26
Bac Lieu,32,26,15,E,5.8,80,21,1012,2018-10-26
Bac Lieu,30,26,17,ENE,3.0,80,30,1009,2019-10-26
Bac Lieu,30,25,12,W,6.3,84,67,1009,2020-10-26
Bac Lieu,30,25,7,SW,9.4,88,45,1010,2009-10-25
Bac Lieu,30,25,12,E,4.4,84,19,1010,2009-10-27
Bac Lieu,31,26,7,E,0.2,83,30,1010,2010-10-27
Bac Lieu,31,26,21,E,0.0,75,12,1009,2011-10-27
Bac Lieu,33,25,8,SSW,1.3,76,29,1008,2012-10-27
Bac Lieu,31,25,15,E,1.2,75,22,1011,2013-10-27
Bac Lieu,32,26,10,E,2.0,77,25,1010,2014-10-27
Bac Lieu,31,26,23,E,1.0,78,25,1011,2015-10-27
Bac Lieu,31,25,16,E,1.5,83,45,1011,2016-10-27
Bac Lieu,31,25,6,SW,17.6,82,60,1010,2017-10-27
Bac Lieu,32,26,16,E,0.5,78,13,1012,2018-10-27
Bac Lieu,31,26,16,E,3.7,80,20,1009,2019-10-27
Bac Lieu,30,24,12,WNW,0.1,82,35,1007,2020-10-27
Bac Lieu,31,25,7,S,0.8,83,25,1008,2010-10-25
Bac Lieu,32,26,22,ENE,0.1,75,21,1008,2011-10-25
Bac Lieu,32,26,15,E,1.1,73,16,1008,2012-10-25
Bac Lieu,32,25,10,ESE,2.9,77,37,1011,2013-10-25
Bac Lieu,31,26,9,ESE,0.2,77,20,1011,2014-10-25
Bac Lieu,31,26,17,E,0.7,77,51,1011,2015-10-25
Bac Lieu,29,25,8,ENE,14.7,86,79,1008,2016-10-25
Bac Lieu,32,26,7,E,12.7,80,31,1012,2017-10-25
Bac Lieu,31,25,15,E,2.3,84,34,1012,2018-10-25
Bac Lieu,32,26,16,E,5.4,79,21,1010,2019-10-25
Bac Lieu,28,25,4,SSW,14.3,87,63,1010,2020-10-25
Bac Lieu,29,25,15,ENE,0.4,80,12,1011,2009-10-29
Bac Lieu,30,25,9,SW,2.6,83,46,1009,2010-10-29
Bac Lieu,32,26,23,ENE,0.4,75,19,1008,2011-10-29
Bac Lieu,32,25,14,E,0.1,77,24,1009,2012-10-29
Bac Lieu,33,25,7,E,1.4,75,25,1012,2013-10-29
Bac Lieu,32,26,12,E,0.4,74,17,1010,2014-10-29
Bac Lieu,32,26,20,E,0.4,75,17,1012,2015-10-29
Bac Lieu,31,25,18,ENE,5.8,82,72,1010,2016-10-29
Bac Lieu,28,25,9,ENE,5.7,86,50,1011,2017-10-29
Bac Lieu,32,26,13,E,2.5,78,18,1010,2018-10-29
Bac Lieu,31,26,9,S,9.7,81,36,1009,2019-10-29
Bac Lieu,29,24,10,WSW,9.2,87,65,1009,2020-10-29
Bac Lieu,31,25,13,ENE,0.7,77,17,1010,2009-10-30
Bac Lieu,25,21,20,E,2.0,90,61,1010,2010-10-30
Bac Lieu,32,25,18,ENE,0.0,73,11,1007,2011-10-30
Bac Lieu,33,26,17,E,3.1,74,23,1008,2012-10-30
Bac Lieu,32,25,8,E,2.9,75,26,1011,2013-10-30
Bac Lieu,32,26,12,ENE,4.7,79,63,1009,2014-10-30
Bac Lieu,32,26,22,E,0.2,73,12,1011,2015-10-30
Bac Lieu,29,25,18,ENE,5.2,86,78,1010,2016-10-30
Bac Lieu,32,25,9,SSE,0.0,77,20,1010,2017-10-30
Bac Lieu,31,26,13,E,0.1,74,31,1010,2018-10-30
Bac Lieu,32,24,10,SSW,1.3,79,34,1008,2019-10-30
Bac Lieu,32,25,4,SSE,7.8,81,44,1010,2020-10-30
Bac Lieu,30,25,9,SW,4.9,88,36,1010,2009-10-21
Bac Lieu,29,25,10,W,4.0,90,55,1007,2010-10-21
Bac Lieu,32,26,19,ENE,2.3,77,21,1009,2011-10-21
Bac Lieu,33,27,21,ENE,0.3,72,18,1009,2012-10-21
Bac Lieu,32,25,15,ENE,1.7,76,23,1009,2013-10-21
Bac Lieu,33,26,12,ENE,1.1,74,24,1011,2014-10-21
Bac Lieu,32,26,12,WSW,8.3,79,41,1009,2015-10-21
Bac Lieu,30,25,12,WSW,0.6,85,63,1008,2016-10-21
Bac Lieu,31,26,7,SSW,13.4,82,38,1010,2017-10-21
Bac Lieu,32,26,10,ESE,1.1,78,25,1012,2018-10-21
Bac Lieu,31,26,18,E,1.5,78,26,1009,2019-10-21
Bac Lieu,30,25,9,WSW,6.5,85,60,1008,2020-10-21
Bac Lieu,31,25,5,WSW,3.2,84,26,1011,2009-10-13
Bac Lieu,28,25,9,W,1.9,89,64,1008,2010-10-13
Bac Lieu,31,25,14,WSW,3.2,80,41,1009,2011-10-13
Bac Lieu,32,26,9,ESE,1.8,74,45,1010,2012-10-13
Bac Lieu,31,25,6,W,13.6,82,43,1007,2013-10-13
Bac Lieu,32,26,14,E,0.9,76,25,1011,2014-10-13
Bac Lieu,32,26,12,ENE,14.9,78,29,1012,2015-10-13
Bac Lieu,31,26,6,SSW,12.4,84,60,1007,2016-10-13
Bac Lieu,31,26,11,WNW,30.6,84,29,1006,2017-10-13
Bac Lieu,33,26,10,E,6.1,76,22,1011,2018-10-13
Bac Lieu,30,26,9,ESE,5.6,77,34,1010,2019-10-13
Bac Lieu,27,24,16,WSW,16.5,93,87,1006,2020-10-13
Bac Lieu,29,24,13,ENE,1.6,80,23,1011,2009-10-28
Bac Lieu,31,25,4,SSE,1.1,83,61,1009,2010-10-28
Bac Lieu,32,25,20,ENE,0.4,76,15,1009,2011-10-28
Bac Lieu,32,26,10,SE,0.6,77,18,1009,2012-10-28
Bac Lieu,32,25,9,E,2.0,73,23,1012,2013-10-28
Bac Lieu,32,26,13,E,1.9,76,18,1010,2014-10-28
Bac Lieu,32,26,22,E,0.6,78,35,1012,2015-10-28
Bac Lieu,31,26,16,ENE,1.5,80,51,1010,2016-10-28
Bac Lieu,31,25,6,S,16.9,82,61,1010,2017-10-28
Bac Lieu,33,26,13,ENE,8.7,77,24,1011,2018-10-28
Bac Lieu,30,26,12,E,15.2,84,21,1009,2019-10-28
Bac Lieu,30,25,18,WSW,3.5,83,52,1006,2020-10-28
Bac Lieu,31,25,7,WNW,7.7,82,44,1009,2009-11-02
Bac Lieu,30,24,16,ENE,2.1,87,74,1007,2010-11-02
Bac Lieu,33,26,11,ENE,0.5,73,29,1007,2011-11-02
Bac Lieu,32,25,12,E,7.8,79,42,1009,2012-11-02
Bac Lieu,31,25,12,E,1.1,75,39,1009,2013-11-02
Bac Lieu,31,26,15,ESE,15.3,77,38,1009,2014-11-02
Bac Lieu,33,26,19,ENE,0.6,72,36,1011,2015-11-02
Bac Lieu,30,26,8,ENE,0.0,76,46,1009,2016-11-02
Bac Lieu,26,24,17,ENE,56.2,91,78,1007,2017-11-02
Bac Lieu,32,25,13,ENE,0.5,72,26,1010,2018-11-02
Bac Lieu,30,26,6,SE,7.5,79,27,1009,2019-11-02
Bac Lieu,29,25,9,ESE,13.2,86,63,1010,2020-11-02
Bac Lieu,31,25,7,WNW,5.1,86,37,1010,2009-10-15
Bac Lieu,29,24,16,WSW,1.4,87,54,1007,2010-10-15
Bac Lieu,32,25,9,WSW,2.1,83,41,1009,2011-10-15
Bac Lieu,31,25,14,ESE,2.6,78,31,1012,2012-10-15
Bac Lieu,31,26,17,WSW,8.0,81,28,1007,2013-10-15
Bac Lieu,33,26,14,E,0.5,71,15,1010,2014-10-15
